title,URL,Congress,chamber,Meeting Date,Committee
"Reviewing Department of Defense Strategy, Policy, and Programs for Countering Weapons of Mass Destruction (CWMD) for Fiscal Year 2019",/event/115th-congress/house-event/108018,115th,H,2018-03-22T14:30:00Z,House Armed Services
Cyber Operations Today: Preparing for 21st Century Challenges in an Information-Enabled Society,/event/115th-congress/house-event/108077,115th,H,2018-04-11T14:00:00Z,House Armed Services
Member Day,/event/115th-congress/house-event/108089,115th,H,2018-04-11T17:30:00Z,House Armed Services
"A Review and Assessment of the Department of Defense Budget, Strategy, Policy, and Programs for Cyber Operations and U.S. Cyber Command for Fiscal Year 2019",/event/115th-congress/house-event/108076,115th,H,2018-04-11T19:30:00Z,House Armed Services
The Fiscal Year 2019 National Defense Authorization Budget Request from the Department of Defense,/event/115th-congress/house-event/108075,115th,H,2018-04-12T14:00:00Z,House Armed Services
Fiscal Year 2019 Budget Request for Combat Aviation Programs,/event/115th-congress/house-event/108078,115th,H,2018-04-12T18:00:00Z,House Armed Services
355 Ship Navy: Delivering the Right Capabilities,/event/115th-congress/house-event/108060,115th,H,2018-04-12T19:30:00Z,House Armed Services
Military Personnel Posture: FY 2019,/event/115th-congress/house-event/108074,115th,H,2018-04-13T13:00:00Z,House Armed Services
Promoting DOD's Culture of Innovation,/event/115th-congress/house-event/108132,115th,H,2018-04-17T14:00:00Z,House Armed Services
Fiscal Year 2019 Budget Request for Missile Defense and Missile Defeat Programs,/event/115th-congress/house-event/108171,115th,H,2018-04-17T19:30:00Z,House Armed Services
Oversight and Reform of the Department of Defense 4th Estate,/event/115th-congress/house-event/108130,115th,H,2018-04-18T14:00:00Z,House Armed Services
"Fiscal Year 2019 Energy, Installations and Environment Budget Request",/event/115th-congress/house-event/108135,115th,H,2018-04-18T18:00:00Z,House Armed Services
Ground Force Modernization Budget Request for Fiscal Year 2019,/event/115th-congress/house-event/108159,115th,H,2018-04-18T19:00:00Z,House Armed Services
Army Fiscal Year 2019 Budget Request Readiness Posture,/event/115th-congress/house-event/108073,115th,H,2018-04-19T14:00:00Z,House Armed Services
"Military Health System Reform: Pain Management, Opioids Prescription Management and Reporting Transparency",/event/115th-congress/house-event/108165,115th,H,2018-04-19T14:30:00Z,House Armed Services
H.R. 5515 - National Defense Authorization Act for Fiscal Year 2019,/event/115th-congress/house-event/108195,115th,H,2018-04-26T13:00:00Z,House Armed Services
H.R. 5515 - National Defense Authorization Act for Fiscal Year 2019,/event/115th-congress/house-event/108196,115th,H,2018-04-26T14:00:00Z,House Armed Services
H.R. 5515 - National Defense Authorization Act for Fiscal Year 2019,/event/115th-congress/house-event/108197,115th,H,2018-04-26T15:00:00Z,House Armed Services
H.R. 5515 - National Defense Authorization Act for Fiscal Year 2019,/event/115th-congress/house-event/108198,115th,H,2018-04-26T16:30:00Z,House Armed Services
H.R. 5515 - National Defense Authorization Act for Fiscal Year 2019,/event/115th-congress/house-event/108199,115th,H,2018-04-26T17:30:00Z,House Armed Services
H.R. 5515 - National Defense Authorization Act for Fiscal Year 2019,/event/115th-congress/house-event/108200,115th,H,2018-04-26T19:00:00Z,House Armed Services
H.R. 5515 - National Defense Authorization Act for Fiscal Year 2019,/event/115th-congress/house-event/108275,115th,H,2018-05-09T14:00:00Z,House Armed Services
Department of Defense Aviation Safety Mishap Review and Oversight Process,/event/115th-congress/house-event/108409,115th,H,2018-06-13T14:00:00Z,House Armed Services
Navy and Air Force Depot Policy Issues and Infrastructure Concerns,/event/115th-congress/house-event/108406,115th,H,2018-06-14T13:00:00Z,House Armed Services
"Military Health System Reform: Pain Management, Opioids Prescription Management and Reporting Transparency",/event/115th-congress/house-event/108424,115th,H,2018-06-20T19:30:00Z,House Armed Services
"Military Technology Transfer: Threats, Impacts, and Solutions for the Department of Defense",/event/115th-congress/house-event/108468,115th,H,2018-06-21T14:00:00Z,House Armed Services
Aviation Mishap Prevention—a Progress Report,/event/115th-congress/house-event/108450,115th,H,2018-06-21T19:30:00Z,House Armed Services
Space Situational Awareness: Whole of Government Perspectives on Roles and Responsibilities,/event/115th-congress/house-event/108426,115th,H,2018-06-22T13:00:00Z,House Armed Services
Army and Marine Corps Depot Policy Issues and Infrastructure Concerns,/event/115th-congress/house-event/108457,115th,H,2018-06-28T12:30:00Z,House Armed Services
Department of Defense’s Role in Foreign Assistance,/event/115th-congress/house-event/108529,115th,H,2018-07-11T14:00:00Z,House Armed Services
Army Futures Command: Will it help?,/event/115th-congress/house-event/108665,115th,H,2018-09-13T17:30:00Z,House Armed Services
"The Impact of National Defense on the Economy, Diplomacy, and International Order",/event/115th-congress/house-event/108711,115th,H,2018-09-26T14:00:00Z,House Armed Services
U.S. Strategy in Syria,/event/115th-congress/house-event/108687,115th,H,2018-09-26T19:30:00Z,House Armed Services
Update on Military Review Board Agencies,/event/115th-congress/house-event/108702,115th,H,2018-09-27T19:30:00Z,House Armed Services
Contributing Factors to C-130 Mishaps and Other Intra-Theater Airlift Challenges,/event/115th-congress/house-event/108703,115th,H,2018-09-28T13:00:00Z,House Armed Services
"Department of Defense’s Artificial Intelligence Structure, Investments, and Applications",/event/115th-congress/house-event/108773,115th,H,2018-12-05T15:00:00Z,House Armed Services
National Defense Strategy Commission: Assessment and Recommendations,/event/115th-congress/house-event/108772,115th,H,2018-12-06T15:00:00Z,House Armed Services
Naval Surface Forces: On the Road to Recovery?,/event/115th-congress/house-event/108778,115th,H,2018-12-06T18:30:00Z,House Armed Services
"“Department of Defense’s Artificial Intelligence Structure, Investments, and Applications”",/event/115th-congress/house-event/108795,115th,H,2018-12-11T20:30:00Z,House Armed Services
“Security Clearance Processing Status Report”,/event/115th-congress/house-event/108794,115th,H,2018-12-12T20:30:00Z,House Armed Services
Organizational Meeting for the 116th Congress,/event/116th-congress/house-event/108810,116th,H,2019-01-24T15:00:00Z,House Armed Services
Department of Defense's Support to the Southern Border,/event/116th-congress/house-event/108820,116th,H,2019-01-29T15:00:00Z,House Armed Services
Evaluation of the Department of Defense’s Counterterrorism Approach,/event/116th-congress/house-event/108835,116th,H,2019-02-06T15:00:00Z,House Armed Services
Outside Perspectives on Nuclear Deterrence Policy and Posture,/event/116th-congress/house-event/108871,116th,H,2019-02-12T15:00:00Z,House Armed Services
Military Service Academies' Action Plans to Address the Results of Sexual Assault and Violence Report at the Military Service Academies,/event/116th-congress/house-event/108847,116th,H,2019-02-13T19:00:00Z,House Armed Services
Naval Surface Forces Readiness: Are Navy Reforms Adequate?,/event/116th-congress/house-event/108947,116th,H,2019-02-26T15:00:00Z,House Armed Services
"Department of Defense Information Technology, Cybersecurity, and Information Assurance",/event/116th-congress/house-event/108939,116th,H,2019-02-26T19:00:00Z,House Armed Services
INF Withdrawal and the Future of Arms Control: Implications for the Security of the United States and its Allies.,/event/116th-congress/house-event/108944,116th,H,2019-02-26T19:00:00Z,House Armed Services
Transgender Service in the Military Policy,/event/116th-congress/house-event/108938,116th,H,2019-02-27T20:00:00Z,House Armed Services
Outside Perspectives on Nuclear Deterrence Policy and Posture Update,/event/116th-congress/house-event/109017,116th,H,2019-03-06T15:00:00Z,House Armed Services
National Security Challenges and U.S. Military Activities in the Greater Middle East and Africa,/event/116th-congress/house-event/109026,116th,H,2019-03-07T15:00:00Z,House Armed Services
U.S. Transportation Command and Maritime Administration: State of the Mobility Enterprise,/event/116th-congress/house-event/109032,116th,H,2019-03-07T19:00:00Z,House Armed Services
Outside Perspectives on Military Personnel Policy,/event/116th-congress/house-event/109046,116th,H,2019-03-12T18:00:00Z,House Armed Services
National Security Challenges and U.S. Military Activities in Europe,/event/116th-congress/house-event/109096,116th,H,2019-03-13T14:00:00Z,House Armed Services
Ensuring Resiliency of Military Installations and Operations in Response to Climate Changes,/event/116th-congress/house-event/109088,116th,H,2019-03-13T18:00:00Z,House Armed Services
Fiscal Year 2020 Budget Request for U.S. Cyber Command and Operations in Cyberspace,/event/116th-congress/house-event/109083,116th,H,2019-03-13T18:00:00Z,House Armed Services
Department of the Air Force Fiscal Year 2020 Budget Request for Seapower and Projection Forces,/event/116th-congress/house-event/109056,116th,H,2019-03-14T14:00:00Z,House Armed Services
The Fiscal Year 2020 National Defense Authorization Budget Request from the Department of Defense,/event/116th-congress/house-event/109163,116th,H,2019-03-26T14:00:00Z,House Armed Services
Department of the Navy Fiscal Year 2020 Budget Request for Seapower and Projection Forces,/event/116th-congress/house-event/109104,116th,H,2019-03-26T18:00:00Z,House Armed Services
National Security Challenges and U.S. Military Activities in the Indo-Pacific.,/event/116th-congress/house-event/109234,116th,H,2019-03-27T14:00:00Z,House Armed Services
Reserve Component Duty Status Reform,/event/116th-congress/house-event/109122,116th,H,2019-03-27T20:00:00Z,House Armed Services
FY20 Priorities for Department of Defense Nuclear Forces,/event/116th-congress/house-event/109194,116th,H,2019-03-28T14:00:00Z,House Armed Services
Fiscal Year 2020 Budget Request for Department of Defense Science and Technology Programs: Maintaining a Robust Ecosystem for Our Technological Edge,/event/116th-congress/house-event/109195,116th,H,2019-03-28T14:00:00Z,House Armed Services
Examining the Role of the Commander in Sexual Assault Prosecutions,/event/116th-congress/house-event/109201,116th,H,2019-04-02T06:00:00Z,House Armed Services
The Fiscal Year 2020 National Defense Authorization Budget Request for the Department of the Army and the Department of the Air Force,/event/116th-congress/house-event/109243,116th,H,2019-04-02T14:00:00Z,House Armed Services
Member Day,/event/116th-congress/house-event/109253,116th,H,2019-04-03T13:00:00Z,House Armed Services
Fiscal Year 2020 Priorities for National Security Space Programs,/event/116th-congress/house-event/109261,116th,H,2019-04-03T17:45:00Z,House Armed Services
"Reviewing Department of Defense Strategy, Policy, and Programs for Countering Weapons of Mass Destruction for Fiscal Year 2020",/event/116th-congress/house-event/109251,116th,H,2019-04-03T18:30:00Z,House Armed Services
Mismanaged Military Family Housing Programs: What is the Recovery Plan?,/event/116th-congress/house-event/109199,116th,H,2019-04-04T13:00:00Z,House Armed Services
Navy and Marine Corps Tactical Aviation and Ground Modernization,/event/116th-congress/house-event/109252,116th,H,2019-04-04T13:00:00Z,House Armed Services
"Evolution, Transformation, and Sustainment: A Review of the Fiscal Year 2020 Budget Request for U.S. Special Operations Forces and Command",/event/116th-congress/house-event/109267,116th,H,2019-04-09T18:00:00Z,House Armed Services
"FY20 Priorities for Atomic Energy Defense, Nonproliferation, Safety, and Environmental Management",/event/116th-congress/house-event/109269,116th,H,2019-04-09T18:30:00Z,House Armed Services
The Fiscal Year 2020 National Defense Authorization Budget Request for the Department of the Navy,/event/116th-congress/house-event/109276,116th,H,2019-04-10T14:00:00Z,House Armed Services
Feres Doctrine - A Policy in Need of Reform?,/event/116th-congress/house-event/109328,116th,H,2019-04-30T18:00:00Z,House Armed Services
National Security Challenges and U.S. Military Activity in North and South America,/event/116th-congress/house-event/109363,116th,H,2019-05-01T14:00:00Z,House Armed Services
FY20 Department of the Army Modernization Programs,/event/116th-congress/house-event/109346,116th,H,2019-05-01T18:00:00Z,House Armed Services
"Fiscal Year 2020 Budget Request for Military Construction, Energy, and Environmental Programs",/event/116th-congress/house-event/109349,116th,H,2019-05-01T18:30:00Z,House Armed Services
Department of the Air Force Acquisition and Modernization Programs in the Fiscal Year 2020 National Defense Authorization President’s Budget Request,/event/116th-congress/house-event/109348,116th,H,2019-05-02T13:00:00Z,House Armed Services
FY20 Priorities For Missile Defense and Missile Defeat Programs,/event/116th-congress/house-event/109409,116th,H,2019-05-08T18:00:00Z,House Armed Services
Fiscal Year 2020 Budget Request for Military Readiness,/event/116th-congress/house-event/109419,116th,H,2019-05-09T18:00:00Z,House Armed Services
